Id,en,es,fr,de,pt,it,nl,ru,ja,ko,zh,zh_TW,ar,hi,tr,pl,th,id
admin_enterprise_feature,Enterprise Feature,Función Enterprise,Fonctionnalité Enterprise,Enterprise-Funktion,Recurso Enterprise,Funzione Enterprise,Enterprise Functie,Функция Enterprise,Enterprise機能,Enterprise 기능,Enterprise功能,Enterprise功能,ميزة Enterprise,Enterprise सुविधा,Enterprise Özelliği,Funkcja Enterprise,ฟีเจอร์ Enterprise,Fitur Enterprise
admin_enterprise_required,Enterprise plan required,Se requiere plan Enterprise,Plan Enterprise requis,Enterprise-Plan erforderlich,Plano Enterprise necessário,Piano Enterprise richiesto,Enterprise-plan vereist,Требуется план Enterprise,Enterpriseプランが必要です,Enterprise 플랜 필요,需要Enterprise计划,需要Enterprise方案,خطة Enterprise مطلوبة,Enterprise प्लान आवश्यक,Enterprise plan gerekli,Wymagany plan Enterprise,ต้องใช้แผน Enterprise,Paket Enterprise diperlukan
admin_event_badge,Event,Evento,Événement,Event,Evento,Evento,Evenement,Мероприятие,イベント,이벤트,活动,活動,حدث,इवेंट,Etkinlik,Wydarzenie,กิจกรรม,Acara
admin_event_suspended,Event Suspended,Evento Suspendido,Événement Suspendu,Event Gesperrt,Evento Suspenso,Evento Sospeso,Evenement Opgeschort,Мероприятие приостановлено,イベント停止,이벤트 정지,活动已暂停,活動已暫停,الحدث معلق,इवेंट निलंबित,Etkinlik Askıya Alındı,Wydarzenie Zawieszone,กิจกรรมถูกระงับ,Acara Ditangguhkan
admin_event_suspended_description,This event has been suspended by an admin.,Este evento ha sido suspendido por un administrador.,Cet événement a été suspendu par un administrateur.,Dieses Event wurde von einem Admin gesperrt.,Este evento foi suspenso por um administrador.,Questo evento è stato sospeso da un amministratore.,Dit evenement is opgeschort door een beheerder.,Это мероприятие было приостановлено администратором.,このイベントは管理者により停止されました。,이 이벤트는 관리자에 의해 정지되었습니다.,此活动已被管理员暂停。,此活動已被管理員暫停。,تم تعليق هذا الحدث من قبل المشرف.,इस इवेंट को एक व्यवस्थापक द्वारा निलंबित किया गया है।,Bu etkinlik bir yönetici tarafından askıya alındı.,To wydarzenie zostało zawieszone przez administratora.,กิจกรรมนี้ถูกระงับโดยผู้ดูแลระบบ,Acara ini telah ditangguhkan oleh admin.
admin_how_it_works,How It Works,Cómo Funciona,Comment Ça Marche,So Funktioniert Es,Como Funciona,Come Funziona,Hoe Het Werkt,Как это работает,仕組み,작동 방식,运作方式,運作方式,كيف يعمل,यह कैसे काम करता है,Nasıl Çalışır,Jak To Działa,วิธีการทำงาน,Cara Kerja
admin_invite_code_copied,Invite code copied!,¡Código de invitación copiado!,Code d'invitation copié !,Einladungscode kopiert!,Código de convite copiado!,Codice invito copiato!,Uitnodigingscode gekopieerd!,Код приглашения скопирован!,招待コードをコピーしました！,초대 코드가 복사되었습니다!,邀请码已复制！,邀請碼已複製！,تم نسخ رمز الدعوة!,आमंत्रण कोड कॉपी किया गया!,Davet kodu kopyalandı!,Kod zaproszenia skopiowany!,คัดลอกรหัสเชิญแล้ว!,Kode undangan disalin!
admin_keep_series,Keep Series,Mantener Serie,Garder la Série,Serie Beibehalten,Manter Série,Mantieni Serie,Serie Behouden,Сохранить серию,シリーズを維持,시리즈 유지,保留系列,保留系列,الاحتفاظ بالسلسلة,सीरीज़ रखें,Seriyi Koru,Zachowaj Serię,เก็บซีรีส์,Pertahankan Seri
admin_link_revealed,Meeting link revealed to ticket holders,Enlace de reunión revelado a los poseedores de boletos,Lien de réunion révélé aux détenteurs de billets,Meetinglink für Ticketinhaber freigegeben,Link da reunião revelado para detentores de ingressos,Link della riunione rivelato ai possessori di biglietti,Vergaderlink onthuld aan tickethouders,Ссылка на встречу раскрыта владельцам билетов,ミーティングリンクがチケット保有者に公開されました,미팅 링크가 티켓 소지자에게 공개되었습니다,会议链接已向票务持有者显示,會議連結已向票務持有者顯示,تم الكشف عن رابط الاجتماع لحاملي التذاكر,मीटिंग लिंक टिकट धारकों को दिखाया गया,Toplantı bağlantısı bilet sahiplerine gösterildi,Link do spotkania ujawniony posiadaczom biletów,ลิงก์การประชุมถูกเปิดเผยแก่ผู้ถือตั๋ว,Tautan rapat ditampilkan kepada pemegang tiket
admin_manage_staff,Manage Staff,Gestionar Personal,Gérer le Personnel,Personal verwalten,Gerenciar Equipe,Gestisci Personale,Personeel Beheren,Управление персоналом,スタッフ管理,직원 관리,管理员工,管理員工,إدارة الموظفين,स्टाफ प्रबंधित करें,Personeli Yönet,Zarządzaj Personelem,จัดการพนักงาน,Kelola Staf
admin_manage_staff_subtitle,Add and manage your event team,Agregar y gestionar tu equipo del evento,Ajouter et gérer votre équipe événementielle,Eventteam hinzufügen und verwalten,Adicionar e gerenciar sua equipe do evento,Aggiungi e gestisci il tuo team dell'evento,Voeg toe en beheer uw evenementteam,Добавление и управление командой мероприятия,イベントチームの追加と管理,이벤트 팀 추가 및 관리,添加和管理活动团队,新增和管理活動團隊,إضافة وإدارة فريق الحدث,अपनी इवेंट टीम जोड़ें और प्रबंधित करें,Etkinlik ekibinizi ekleyin ve yönetin,Dodaj zespół wydarzenia i zarządzaj nim,เพิ่มและจัดการทีมงานกิจกรรม,Tambah dan kelola tim acara Anda
admin_maybe_later,Maybe Later,Quizás Después,Peut-être Plus Tard,Vielleicht Später,Talvez Depois,Forse Dopo,Misschien Later,Может быть позже,後で,나중에,以后再说,以後再說,ربما لاحقاً,शायद बाद में,Belki Sonra,Może Później,ไว้ทีหลัง,Mungkin Nanti
admin_merch_store,Merch Store,Tienda de Merch,Boutique,Merch-Shop,Loja de Merch,Negozio Merch,Merchandise Winkel,Магазин мерча,グッズストア,굿즈 스토어,周边商店,周邊商店,متجر البضائع,मर्चेंडाइज स्टोर,Ürün Mağazası,Sklep z Gadżetami,ร้านสินค้า,Toko Merchandise
admin_merch_subtitle,Sell merchandise for this event,Vender mercancía para este evento,Vendre des produits pour cet événement,Merchandise für dieses Event verkaufen,Vender produtos para este evento,Vendi merchandising per questo evento,Verkoop merchandise voor dit evenement,Продажа мерча для мероприятия,このイベントのグッズを販売,이 이벤트의 상품 판매,销售此活动的周边商品,銷售此活動的周邊商品,بيع بضائع لهذا الحدث,इस इवेंट के लिए मर्चेंडाइज बेचें,Bu etkinlik için ürün sat,Sprzedawaj gadżety na to wydarzenie,ขายสินค้าสำหรับกิจกรรมนี้,Jual merchandise untuk acara ini
admin_pending_review,Pending Review,Revisión Pendiente,En Attente de Révision,Überprüfung Ausstehend,Revisão Pendente,Revisione in Attesa,Beoordeling in Afwachting,Ожидает проверки,審査中,검토 대기,待审核,待審核,في انتظار المراجعة,समीक्षा लंबित,İnceleme Bekliyor,Oczekuje na Przegląd,รอการตรวจสอบ,Menunggu Peninjauan
admin_pending_review_description,This event is under review.,Este evento está en revisión.,Cet événement est en cours de révision.,Dieses Event wird überprüft.,Este evento está em revisão.,Questo evento è in fase di revisione.,Dit evenement wordt beoordeeld.,Это мероприятие на проверке.,このイベントは審査中です。,이 이벤트는 검토 중입니다.,此活动正在审核中。,此活動正在審核中。,هذا الحدث قيد المراجعة.,यह इवेंट समीक्षाधीन है।,Bu etkinlik inceleme altında.,To wydarzenie jest w trakcie przeglądu.,กิจกรรมนี้อยู่ระหว่างการตรวจสอบ,Acara ini sedang dalam peninjauan.
admin_platform_fee,Platform Fee,Tarifa de Plataforma,Frais de Plateforme,Plattformgebühr,Taxa da Plataforma,Commissione Piattaforma,Platformkosten,Комиссия платформы,プラットフォーム手数料,플랫폼 수수료,平台费用,平台費用,رسوم المنصة,प्लेटफ़ॉर्म शुल्क,Platform Ücreti,Opłata Platformowa,ค่าธรรมเนียมแพลตฟอร์ม,Biaya Platform
admin_platform_fee_description,5% platform fee on all cash sales,5% de tarifa de plataforma en todas las ventas en efectivo,5% de frais de plateforme sur toutes les ventes en espèces,5% Plattformgebühr auf alle Barverkäufe,5% de taxa da plataforma em todas as vendas em dinheiro,5% di commissione piattaforma su tutte le vendite in contanti,5% platformkosten op alle contante verkopen,Комиссия платформы 5% на все продажи за наличные,全ての現金販売に5%のプラットフォーム手数料,모든 현금 판매에 5% 플랫폼 수수료,所有现金销售收取5%平台费,所有現金銷售收取5%平台費,رسوم منصة 5٪ على جميع المبيعات النقدية,सभी नकद बिक्री पर 5% प्लेटफ़ॉर्म शुल्क,Tüm nakit satışlarda %5 platform ücreti,5% opłaty platformowej od całej sprzedaży gotówkowej,ค่าธรรมเนียมแพลตฟอร์ม 5% สำหรับการขายเงินสดทั้งหมด,Biaya platform 5% untuk semua penjualan tunai
admin_private_event,Private Event,Evento Privado,Événement Privé,Privates Event,Evento Privado,Evento Privato,Privé Evenement,Закрытое мероприятие,プライベートイベント,비공개 이벤트,私密活动,私密活動,حدث خاص,निजी इवेंट,Özel Etkinlik,Wydarzenie Prywatne,กิจกรรมส่วนตัว,Acara Pribadi
admin_promo_codes,Promo Codes,Códigos Promocionales,Codes Promo,Promo-Codes,Códigos Promocionais,Codici Promo,Promotiecodes,Промокоды,プロモコード,프로모 코드,促销码,促銷碼,رموز ترويجية,प्रोमो कोड,Promosyon Kodları,Kody Promocyjne,โค้ดโปรโมชัน,Kode Promo
admin_promo_codes_subtitle,Create and manage discount codes,Crear y gestionar códigos de descuento,Créer et gérer les codes de réduction,Rabattcodes erstellen und verwalten,Criar e gerenciar códigos de desconto,Crea e gestisci codici sconto,Kortingscodes aanmaken en beheren,Создание и управление кодами скидок,割引コードの作成と管理,할인 코드 생성 및 관리,创建和管理折扣码,建立和管理折扣碼,إنشاء وإدارة رموز الخصم,छूट कोड बनाएं और प्रबंधित करें,İndirim kodları oluştur ve yönet,Twórz kody rabatowe i zarządzaj nimi,สร้างและจัดการโค้ดส่วนลด,Buat dan kelola kode diskon
admin_revenue,Revenue,Ingresos,Revenus,Einnahmen,Receita,Entrate,Omzet,Доход,収益,수익,收入,收入,الإيرادات,राजस्व,Gelir,Przychody,รายได้,Pendapatan
admin_series_cancelled,Series cancelled,Serie cancelada,Série annulée,Serie abgesagt,Série cancelada,Serie annullata,Serie geannuleerd,Серия отменена,シリーズがキャンセルされました,시리즈가 취소되었습니다,系列已取消,系列已取消,تم إلغاء السلسلة,सीरीज़ रद्द हो गई,Seri iptal edildi,Seria anulowana,ซีรีส์ถูกยกเลิก,Seri dibatalkan
admin_staff,Staff,Personal,Personnel,Personal,Equipe,Personale,Personeel,Персонал,スタッフ,직원,员工,員工,الموظفون,स्टाफ,Personel,Personel,พนักงาน,Staf
admin_tickets,Tickets,Boletos,Billets,Tickets,Ingressos,Biglietti,Tickets,Билеты,チケット,티켓,门票,門票,تذاكر,टिकट,Biletler,Bilety,ตั๋ว,Tiket
admin_tickets_sold,Tickets Sold,Boletos Vendidos,Billets Vendus,Verkaufte Tickets,Ingressos Vendidos,Biglietti Venduti,Verkochte Tickets,Проданные билеты,販売済みチケット,판매된 티켓,已售门票,已售門票,التذاكر المباعة,बिके टिकट,Satılan Biletler,Sprzedane Bilety,ตั๋วที่ขายแล้ว,Tiket Terjual
admin_tickets_subtitle,View ticket types and add discounts,Ver tipos de boletos y agregar descuentos,Voir les types de billets et ajouter des remises,Tickettypen anzeigen und Rabatte hinzufügen,Ver tipos de ingressos e adicionar descontos,Visualizza i tipi di biglietto e aggiungi sconti,Bekijk tickettypes en voeg kortingen toe,Просмотр типов билетов и добавление скидок,チケットタイプの表示と割引の追加,티켓 유형 보기 및 할인 추가,查看票种并添加折扣,查看票種並新增折扣,عرض أنواع التذاكر وإضافة خصومات,टिकट प्रकार देखें और छूट जोड़ें,Bilet türlerini görüntüle ve indirim ekle,Wyświetl typy biletów i dodaj zniżki,ดูประเภทตั๋วและเพิ่มส่วนลด,Lihat jenis tiket dan tambahkan diskon
admin_venue_edit_chart,Edit the seating chart,Editar el mapa de asientos,Modifier le plan de salle,Sitzplan bearbeiten,Editar o mapa de assentos,Modifica la mappa dei posti,Bewerk de plattegrond,Редактировать схему рассадки,座席表を編集,좌석 배치도 편집,编辑座位图,編輯座位圖,تعديل مخطط الجلوس,बैठक चार्ट संपादित करें,Oturma planını düzenle,Edytuj plan miejsc,แก้ไขผังที่นั่ง,Edit denah tempat duduk
